timestamp,RSI,Upper_BB,Lower_BB,MACD,Signal_Line,MA20_BB,close
2024-05-27 16:22:17,50.0,101.92,101.92,0.0,0.0,101.92,101.92
2024-05-28 16:22:17,100.0,105.38472654789531,100.2652734521047,0.14438746438746364,0.02887749287749273,102.825,103.73
2024-05-29 16:22:17,100.0,105.99709653403063,100.74957013263604,0.3148974440142496,0.08608148310484409,103.37333333333333,104.47
2024-05-30 16:22:17,73.91304347826073,105.57380193138945,101.27119806861054,0.37310443723735887,0.14348607393134705,103.4225,103.57
2024-05-31 16:22:17,44.815465729349704,105.64481805507307,100.36318194492691,0.23576684574848628,0.1619422282947749,103.00399999999999,101.33
2024-06-03 16:22:17,54.36046511627903,105.31818336343264,100.52848330323403,0.22040814192388325,0.1736354110205966,102.92333333333333,102.52
2024-06-04 16:22:17,47.88732394366198,105.14019908742905,100.32551519828523,0.131675161526573,0.1652433611217919,102.73285714285714,101.59
2024-06-05 16:22:17,51.37395459976108,104.92655181781868,100.39344818218132,0.10532681322068527,0.15326005154157057,102.66,102.15
2024-06-06 16:22:17,51.3126491646778,104.75054197909684,100.45390246534761,0.08268549402693282,0.13914514003864303,102.60222222222222,102.14
2024-06-07 16:22:17,46.73913043478257,104.65576686808346,100.29223313191655,-0.0014088215126406567,0.1110343477283863,102.474,101.32
2024-06-10 16:22:17,42.322834645669275,104.71269980265976,99.85093656097658,-0.14385982290104948,0.060055513602499146,102.28181818181817,100.36
2024-06-11 16:22:17,39.26940639269402,104.8528506841208,99.25881598254588,-0.31684724765948147,-0.015325038649896983,102.05583333333334,99.57
2024-06-12 16:22:17,35.01628664495111,105.17574343796686,98.34887194664854,-0.5548647770552861,-0.12323298633097482,101.7623076923077,98.24
2024-06-13 16:22:17,38.94414690130069,105.15716688595835,97.97711882832736,-0.672002559037125,-0.23298690087220486,101.56714285714285,99.03
2024-06-14 16:22:17,38.357196684250184,105.12171566796371,97.64761766536961,-0.7720734416834603,-0.34080420903445596,101.38466666666666,98.83
2024-06-17 16:22:17,31.662489557226422,105.00916296869323,97.50458703130676,-0.8009942364441685,-0.4328422145163985,101.256875,99.34
2024-06-18 16:22:17,26.660839160839203,104.90854399049853,97.35498542126616,-0.8312769760835153,-0.5125291668298219,101.13176470588235,99.13
2024-06-19 16:22:17,33.77541998231662,104.77307250285489,97.35359416381178,-0.7841050259310691,-0.5668443386500713,101.06333333333333,99.9
